NYX (Bundle of 2) Lip Liner Pencil in Mauve  Splash  831) and Nude Pink  Splash 858),NYX,0769823380972,no
NYX Soft Matte Lip Cream,NYX,0800897142889,Neither lipstick nor lip gloss-this is matte lip cream. A new kind of pout paint that goes on silky smooth and sets to a matte finish. Soft matte lip cream is surprisingly durable and  unlike some matte lipstick formulas  also moisturising. Available in 11 lip colours.
(6 Pack) NYX Soft Matte Lip Cream - Vancouver,NYX,0748690322025,It s not lipstick  nor is it gloss. It s like nothing you ve experienced before. It s lipstick cream that goes on silky but looks soft matte. These long lasting lip creams come in 11 different colours that will be sure to keep your lips moisturised and colourful! INGREDIENTS Pentaerythrityl Tetraisostearate  Dimethicone  Beeswax  Glyceryl Behenate Eicosadioate  Phenoxyethanol  Dimethicone Dimethicone Crosspolymer  Talc  Methyl Methacrylate Crosspolymer  Silica  Aluminium Starch Octenylsuccinate  Isohexadecane  Disteardimonium Hectorite  Propylene Carbonate  Parfum. May Contain CI77019 Mica CI77891 Titanium Dioxide  CI15850 DC Red 6 Na. Salt  CI15850 DC Red 7 Ca Lake  CI159851 FDC Yellow 6 Al Lake  CI191401 FDC Yellow 5 Al Lake  CI45410 DC Red 28 Al Lake  CI77491 Iron Oxide Red  CI77492 Iron Oxide Yellow  CI77499 Iron Oxide Black  CI77742 Manganese Violet  CI77891 Titanium Dioxide. Net. Wt. 0.27 fl. oz. 8 mL
NYX COSMETICS - INTENSE BUTTER GLOSS - BERRY STRUDEL - VIOLET PURPLE - BLUE UNDERONE,NYX,9999999999999,Smother your lips with a silky gloss bursting with colour! Our Intense Butter Gloss has the same mouth-watering texture and scent of the original formula with even more colour payoff in 12 new delectable shades.
NYX Round Case Lipstick Lip Cream 585 Terra Cotta,NYX,0800897108489,NYX Cosmetics Round Lipstick Lip Cream 585 Terra Cotta. A velvet-textured lipstick formulated with mineral oils to provide moisturising benefits and rich colours. NYX s top selling lipstick  the Round Lipstick offers long-lasting  non-smudging colour.
NYX Slim Lip Liner Pencil 816 Fushia,NYX,0800897108175,NYX Slim Lip Liner Pencil 816 Fushia. Classic  best-selling NYX Slim Lip Pencil applies smoothly  blends easily and is available in an astounding number of eye-popping shades.
NYX Glam Lipstick Aqua Luxe  Splendid Glsa09,NYX,0800897815608,Decadent formula with rich pigment for stunning lips. Infused with a luminous shimmer for a brilliant sparkle.
NYX Veriety Lipstic SET - ORANGE!!,NYX,0879963023667,no
NYX Cosmetics Slim Lip Pencil - Chocolate,NYX,9999999999999,The first step to radiant lips. This pencil will define your lips with beautiful colours!
NYX Cosmetics Round Lipstick - B52,NYX,9999999999999,NYX Cosmetics is available in 43 countries world wide and is fast becoming the number one best seller in cosmetics. NYX is inspired by the Greek Goddess NYX from Greek Mythology  also known as the Goddess of the Night. Ruling after nightfall  she is the ultimate symbol of power and beauty. NYX have created their products using the Goddess NYX as their inspiration. NYX aim to provide a high quality line of colour cosmetics that are available not only for professional make-up artists but also everyday women. Through intensive research  NYX are able to provide beauty products that are affordable and of top professional quality. NYX products are suitable for all skin types and also all skin tones. NYX have colour combinations that can give the potential to create looks ranging from natural to dramatic. Designers at NYX are always looking to improve their products and to release new products that will challenge our everyday thinking of cosmetics. NYX is growing in reputation every day and is becoming firm favourites among many women. There are so many products in every colour shade you can think of. Whatever the occasion  there will be a suitable NYX product to suit. With quality and innovation a constant  NYX is set apart in the world of beauty and fashion.
