,7,100,88
,8,76,88
,9,81,88
,10,83,88
,11,80,88
,12,79,88
,19,75,88
,22,88,88
,25,88,88
,26,70,88
,27,75,88
,30,75,88
,31,84,88
,33,76,88
,36,72,88
,40,75,88
,43,78,88
,80,77,88
,82,76,88
,83,75,88
,84,76,88
,86,80,88
,87,75,88
,89,75,88
,91,75,88
,97,79,88
,107,73,88
,123,85,88
,143,86,88
,14,70,98
,37,71,98
,41,71,98
,47,75,98
,56,90,98
,85,71,98
,126,70,98
,137,74,98
,14,72,100
,67,72,100
,74,90,100
,126,70,100
,72,70,101
,1,74,104
,3,92,104
,6,75,104
,7,71,104
,9,73,104
,10,76,104
,11,76,104
,12,70,104
,19,71,104
,22,71,104
,25,74,104
,31,75,104
,33,72,104
,40,81,104
,43,72,104
,80,73,104
,82,70,104
,84,70,104
,86,71,104
,91,71,104
,97,70,104
,107,70,104
,123,78,104
,143,76,104
,14,76,127
,15,73,127
,28,70,127
,37,72,127
,41,72,127
,47,89,127
,56,75,127
,61,71,127
,67,72,127
,74,71,127
,85,70,127
,115,70,127
,118,73,127
,126,74,127
,137,74,127
,138,75,127
,103,90,138
,20,85,140
,1,79,141
,2,74,141
,3,71,141
,5,72,141
,6,72,141
,7,78,141
,8,72,141
,9,75,141
,10,79,141
,11,74,141
,12,75,141
,19,72,141
,22,79,141
,25,79,141
,27,72,141
,30,72,141
,31,80,141
,33,72,141
,40,72,141
,43,100,141
,80,73,141
,82,75,141
,83,71,141
,84,72,141
,86,79,141
,87,72,141
,89,71,141
,91,74,141
,97,75,141
,107,70,141
,123,80,141
,143,79,141
,58,71,174
,64,78,174
,7,70,180
,8,72,180
,9,70,180
,10,71,180
,11,71,180
,31,74,180
,84,72,180
,143,71,180
,3,81,181
,6,75,181
,7,70,181
,10,71,181
,11,74,181
,25,71,181
,27,74,181
,31,72,181
,33,75,181
,40,87,181
,80,70,181
,89,71,181
,123,70,181
,143,71,181
,7,70,182
,8,74,182
,10,71,182
,19,87,182
,25,71,182
,27,74,182
,31,72,182
,33,75,182
,80,70,182
,82,75,182
,84,75,182
,86,76,182
,89,71,182
,107,77,182
,123,70,182
,143,71,182
,7,70,183
,8,74,183
,10,71,183
,19,87,183
,25,71,183
,27,74,183
,31,72,183
,33,75,183
,80,70,183
,82,75,183
,84,75,183
,86,76,183
,89,71,183
,107,77,183
,123,70,183
,143,71,183
,35,71,196
,101,92,196
,17,76,205
,18,80,205
,21,79,205
,34,71,205
,45,70,205
,53,78,205
,63,71,205
,64,72,205
,65,78,205
,66,70,205
,68,77,205
,73,72,205
,78,76,205
,81,81,205
,93,74,205
,111,74,205
,113,100,205
,117,70,205
,120,75,205
,122,70,205
,128,72,205
,133,79,205
,135,73,205
,139,79,205
,144,76,205
,54,71,232
,106,72,232
,114,88,232
,24,73,239
,28,72,239
,37,72,239
,41,70,239
,79,90,239
,115,71,239
,118,73,239
,126,70,239
,14,72,240
,15,73,240
,42,91,240
,47,73,240
,67,70,240
,74,71,240
,118,71,240
,126,72,240
,14,71,241
,15,71,241
,28,70,241
,47,73,241
,61,73,241
,67,72,241
,74,71,241
,85,89,241
,118,73,241
,126,74,241
,48,76,242
,55,77,242
,62,70,242
,105,95,242
,124,72,242
,116,70,247
,9,74,248
,38,84,257
,38,72,258
,17,75,264
,18,79,264
,21,72,264
,34,70,264
,45,72,264
,53,79,264
,58,73,264
,64,71,264
,65,77,264
,68,76,264
,73,74,264
,78,75,264
,81,89,264
,93,78,264
,104,71,264
,111,70,264
,113,76,264
,119,71,264
,120,74,264
,128,76,264
,133,81,264
,135,72,264
,139,78,264
,144,81,264
,18,75,265
,32,71,265
,34,90,265
,45,74,265
,53,81,265
,58,72,265
,63,78,265
,64,73,265
,65,73,265
,66,77,265
,68,78,265
,69,72,265
,71,72,265
,73,73,265
,78,76,265
,81,76,265
,93,71,265
,98,79,265
,100,75,265
,103,74,265
,104,73,265
,111,75,265
,113,75,265
,117,82,265
,120,73,265
,121,73,265
,122,79,265
,127,70,265
,128,70,265
,133,71,265
,136,71,265
,139,76,265
,144,76,265
,176,72,311
,180,70,311
,181,72,311
,155,75,313
,167,74,313
,168,100,313
,176,76,313
,182,73,313
,183,70,313
,161,73,315
,170,97,315
,172,77,315
,156,76,317
,166,79,317
,169,74,317
,171,70,317
,172,70,317
,178,79,317
,185,78,317
,190,78,317
,177,79,319
,155,100,323
,167,70,323
,168,75,323
,180,71,323
,154,84,324
,177,77,325
,179,70,325
,175,72,332
,153,71,334
,161,75,334
,170,80,334
,172,79,334
,174,73,334
,179,75,335
,156,74,337
,166,74,337
,169,78,337
,171,71,337
,185,79,337
,190,76,337
,153,70,338
,161,74,338
,170,77,338
,172,78,338
,174,72,338
,188,75,364
,177,71,365
,156,78,367
,166,72,367
,169,82,367
,171,72,367
,178,70,367
,185,83,367
,190,74,367
,156,72,380
,169,76,380
,171,78,380
,185,71,380
,175,73,401
,156,75,411
,169,78,411
,171,75,411
,185,79,411
,201,81,454
,284,70,1047
,223,81,1268
,226,76,1268
,238,74,1270
,239,77,1270
,225,77,1273
,229,71,1273
,240,78,1273
,210,71,1278
,215,70,1278
,219,75,1278
,221,70,1278
,225,76,1278
,227,79,1278
,229,70,1278
,234,71,1278
,239,72,1278
,240,77,1278
,238,73,1294
,240,72,1294
,214,70,1296
,238,74,1296
,239,72,1296
,240,70,1296
,213,70,1299
,214,70,1299
,232,70,1299
,233,70,1299
,238,80,1299
,227,73,1303
,239,75,1303
,240,70,1303
,214,70,1304
,238,72,1304
,266,74,1319
,252,71,1324
,257,73,1324
,259,71,1324
,265,73,1324
,278,79,1330
