290,L Oreal True Match Micro-Perfecting Powder Foundation SPF 36/PA+++ 9g #N4 Nude Beige,L'Oreal,แป้งผสมรองพื้น เนื้อเบาบางเนียนละเอียด ช่วยให้ผิวเรียบเนียน ลดเลือนจุดบกพร่อง พร้อมควบคุมความมัน 8 ซม.,http://www.konvy.com/static/team/2016/0331/14593951463037.jpg,powder
291,L Oreal Mat Magique All-In-One Matte Transforming Powder SPF 34 PA+++ 6.5g #N1 Nude Ivory,L'Oreal,แป้งผสมรองพื้นเนื้อแมตต์ แบบ All-In-One เนื้อสัมผัสละเอียดนุ่มดุจกำมะหยี่ ที่ให้ผิวแมตต์ตลอดวัน พร้อมควบคุมความมันนาน 12 ชั่วโมง,http://www.konvy.com/static/team/2016/0315/14580089777812.jpg,powder
